Statename,CourseofStudy,ClassOfGrade,Date of Graduation,MaritalStatus,Gender,DateOfBirth,College,DeptmentCode
Ogun State,ZOOLOGY/B.SC.,Second Class Lower,NA,S,F,2001-06-09,COLBIOS,PAZ
Ondo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2002-05-03,COLAMRUD,AGAD
Lagos State,MICROBIOLOGY/B.Sc.,Second Class Lower,NA,S,F,2000-04-04,COLBIOS,MCB
Ogun State,PHYSICS/B.Sc.,Second Class Lower,NA,S,M,1996-08-05,COLPHYS,PHS
Lagos State,COMPUTER SCIENCE/B.Sc.,Second Class Lower,NA,S,F,2003-05-16,COLPHYS,CSC
Oyo State,MATHEMATICS/B.Sc.,Second Class Lower,NA,S,M,1999-05-25,COLPHYS,MTS
Osun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1998-10-18,COLAMRUD,AGAD
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,1997-10-12,COLAMRUD,AGAD
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1997-07-07,COLANIM,ANP
Oyo State,ZOOLOGY/B.SC.,Second Class Lower,NA,S,F,2001-03-19,COLBIOS,PAZ
Lagos State,MATHEMATICS/B.Sc.,Second Class Lower,NA,S,M,1999-04-08,COLPHYS,MTS
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,1999-05-26,COLPLANT,PBST
Oyo State,NUTRITION AND DIETETICS/B.Sc.,Second Class Lower,NA,S,M,2002-04-07,COLFHEC,NUD
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,1999-06-14,COLAMRUD,AERD
Ondo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-01-13,COLANIM,ANP
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2002-11-08,COLPLANT,PBST
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-06-07,COLPLANT,PBST
Oyo State,CHEMISTRY/B.Sc.,Second Class Lower,NA,S,M,1999-06-29,COLPHYS,CHM
Oyo State,HOSPITALITY AND TOURISM/B.Sc.,Second Class Lower,NA,S,F,2001-12-03,COLFHEC,HTM
Lagos State,BIOCHEMISTRY/B.SC.,Second Class Lower,NA,S,F,2000-12-04,COLBIOS,BCH
Oyo State,COMPUTER SCIENCE/B.Sc.,Second Class Lower,NA,S,F,2002-07-12,COLPHYS,CSC
Lagos State,FORESTRY AND WILDLIFE MANAGEMENT (WILDLIFE OPTION)/B.FWM,Second Class Lower,NA,S,M,1996-05-25,COLERM,FWM
Lagos State,CHEMISTRY/B.Sc.,Second Class Lower,NA,S,F,2002-03-10,COLPHYS,CHM
Osun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,1999-09-08,COLANIM,ANN
Oyo State,FOOD SCIENCE AND TECHNOLOGY/B.Sc.,Second Class Lower,NA,S,M,2001-03-22,COLFHEC,FST
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2002-05-07,COLPLANT,HRT
Oyo State,ZOOLOGY/B.SC.,Second Class Lower,NA,S,F,2002-06-20,COLBIOS,PAZ
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1999-09-08,COLPLANT,CPT
Ondo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2001-11-07,COLPLANT,PBST
Ogun State,ENVIRONMENTAL MANAGEMENT & TOXICOLOGY (ENV.  MGT OPTION)/B.EMT,Second Class Lower,NA,S,F,2001-04-24,COLERM,EMT
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2000-09-07,COLPLANT,PBST
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1999-07-11,COLANIM,ANN
Ogun State,MATHEMATICS/B.Sc.,Second Class Lower,NA,S,M,2000-02-05,COLPHYS,MTS
Lagos State,HOSPITALITY AND TOURISM/B.Sc.,Second Class Lower,NA,S,M,2002-02-07,COLFHEC,HTM
Ogun State,PHYSICS/B.Sc.,Second Class Lower,NA,S,M,2000-04-20,COLPHYS,PHS
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1999-02-13,COLPLANT,PBST
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-06-16,COLPLANT,PBST
Lagos State,FORESTRY AND WILDLIFE MANAGEMENT (WILDLIFE OPTION)/B.FWM,Second Class Lower,NA,S,M,1999-10-18,COLERM,FWM
Oyo State,STATISTICS/B.Sc.,Second Class Lower,NA,S,M,2001-11-12,COLPHYS,STS
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-09-11,COLAMRUD,AGAD
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-07-03,COLANIM,PRM
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-09-05,COLAMRUD,AGAD
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2001-08-16,COLAMRUD,AEFM
Ogun State,ELECTRICAL AND ELECTRONICS ENGINEERING/B.ENGR.,Second Class Lower,NA,S,M,2001-07-12,COLENG,ELE
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2000-07-01,COLPLANT,PPCP
Lagos State,ZOOLOGY/B.SC.,Second Class Lower,NA,S,F,1999-07-30,COLBIOS,PAZ
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-07-26,COLPLANT,PPCP
Oyo State,VETERINARY MEDICINE/DVM,Second Class Lower,NA,S,F,1997-11-21,COLVET,VET
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1995-04-06,COLANIM,ABG
Ogun State,PHYSICS/B.Sc.,Second Class Lower,NA,S,M,2003-10-21,COLPHYS,PHS
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2001-10-22,COLANIM,ANN
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2001-05-13,COLPLANT,HRT
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2001-04-04,COLAMRUD,AERD
Ogun State,COMPUTER SCIENCE/B.Sc.,Second Class Lower,NA,S,M,2001-07-22,COLPHYS,CSC
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1998-11-06,COLAMRUD,AGAD
Oyo State,BIOCHEMISTRY/B.SC.,Second Class Lower,NA,S,F,2002-09-26,COLBIOS,BCH
Akwa Ibom State,COMPUTER SCIENCE/B.Sc.,Second Class Lower,NA,S,M,2002-07-30,COLPHYS,CSC
Ogun State,AQUACULTURE AND FISHERIES MANAGEMENT/B.AQFM,Second Class Lower,NA,S,F,2003-06-12,COLERM,AQFM
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2001-06-21,COLPLANT,HRT
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2001-09-18,COLAMRUD,AGAD
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,1999-09-04,COLPLANT,HRT
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2001-11-13,COLANIM,PRM
Ogun State,BIOCHEMISTRY/B.SC.,Second Class Lower,NA,S,M,2002-09-20,COLBIOS,BCH
Ogun State,AQUACULTURE AND FISHERIES MANAGEMENT/B.AQFM,Second Class Lower,NA,S,F,2000-02-27,COLERM,AQFM
Ogun State,AQUACULTURE AND FISHERIES MANAGEMENT/B.AQFM,Second Class Lower,NA,S,M,1996-06-04,COLERM,AQFM
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1997-08-08,COLANIM,ANN
Lagos State,CIVIL ENGINEERING/B.ENGR.,Second Class Lower,NA,S,F,2002-11-10,COLENG,CVE
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2002-02-24,COLAMRUD,AEFM
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-05-08,COLAMRUD,AGAD
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-04-15,COLANIM,APH
Delta State,WATER RESOURCES MANAGEMENT AND AGROMETEOROLOGY (HYDROLOGY OPTION)/B.WRMA,Second Class Lower,NA,S,M,2000-02-25,COLERM,WMA
Oyo State,STATISTICS/B.Sc.,Second Class Lower,NA,S,M,1999-06-28,COLPHYS,STS
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2001-05-31,COLAMRUD,AGAD
Ogun State,ZOOLOGY/B.SC.,Second Class Lower,NA,S,M,2003-04-03,COLBIOS,PAZ
Oyo State,NUTRITION AND DIETETICS/B.Sc.,Second Class Lower,NA,S,F,2000-04-23,COLFHEC,NUD
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2001-01-10,COLPLANT,SSLM
Ondo State,PHYSICS/B.Sc.,Second Class Lower,NA,S,M,2000-04-04,COLPHYS,PHS
Ogun State,BIOCHEMISTRY/B.SC.,Second Class Lower,NA,S,F,2001-10-14,COLBIOS,BCH
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-10-15,COLAMRUD,AGAD
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1999-09-08,COLANIM,APH
Lagos State,BIOCHEMISTRY/B.SC.,Second Class Lower,NA,S,F,1999-05-27,COLBIOS,BCH
Ogun State,ELECTRICAL AND ELECTRONICS ENGINEERING/B.ENGR.,Second Class Lower,NA,S,M,2000-04-09,COLENG,ELE
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2001-10-19,COLPLANT,SSLM
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2001-01-26,COLAMRUD,AERD
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2001-12-10,COLANIM,PRM
Lagos State,FOOD SCIENCE AND TECHNOLOGY/B.Sc.,Second Class Lower,NA,S,M,1999-02-22,COLFHEC,FST
Lagos State,PHYSICS/B.Sc.,Second Class Lower,NA,S,M,2001-11-23,COLPHYS,PHS
Lagos State,ENVIRONMENTAL MANAGEMENT & TOXICOLOGY (ENV.  MGT OPTION)/B.EMT,Second Class Lower,NA,S,F,2000-07-02,COLERM,EMT
Oyo State,MICROBIOLOGY/B.Sc.,Second Class Lower,NA,S,M,2002-09-27,COLBIOS,MCB
Ogun State,MATHEMATICS/B.Sc.,Second Class Lower,NA,S,M,1997-05-15,COLPHYS,MTS
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1998-12-11,COLAMRUD,AERD
Ogun State,FORESTRY AND WILDLIFE MANAGEMENT (FORESTRY OPTION)/B.FWM,Second Class Lower,NA,S,F,1999-06-22,COLERM,FWM
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-11-11,COLANIM,ANP
Ogun State,BIOCHEMISTRY/B.SC.,Second Class Lower,NA,S,F,1998-08-02,COLBIOS,BCH
Ogun State,MATHEMATICS/B.Sc.,Second Class Lower,NA,S,M,2003-06-01,COLPHYS,MTS
Ogun State,PHYSICS/B.Sc.,Second Class Lower,NA,S,M,2002-12-12,COLPHYS,PHS
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-02-16,COLPLANT,PPCP
Ogun State,STATISTICS/B.Sc.,Second Class Lower,NA,S,M,1998-06-28,COLPHYS,STS
Oyo State,HOSPITALITY AND TOURISM/B.Sc.,Second Class Lower,NA,S,M,2001-04-23,COLFHEC,HTM
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1996-10-09,COLPLANT,HRT
Lagos State,BIOCHEMISTRY/B.SC.,Second Class Lower,NA,S,F,2001-08-24,COLBIOS,BCH
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2001-08-26,COLANIM,ANP
Osun State,FOOD SCIENCE AND TECHNOLOGY/B.Sc.,Second Class Lower,NA,S,F,2000-05-14,COLFHEC,FST
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2000-05-23,COLPLANT,PBST
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-12-04,COLPLANT,CPT
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2000-03-14,COLPLANT,HRT
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-05-21,COLANIM,PRM
Ogun State,CHEMISTRY/B.Sc.,Second Class Lower,NA,S,F,2001-06-03,COLPHYS,CHM
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1999-05-03,COLPLANT,CPT
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2001-10-27,COLANIM,APH
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1997-02-25,COLAMRUD,AERD
Osun State,MICROBIOLOGY/B.Sc.,Second Class Lower,NA,S,M,2002-09-23,COLBIOS,MCB
Oyo State,BOTANY/B.SC.,Second Class Lower,NA,S,F,2002-01-27,COLBIOS,PAB
Oyo State,CHEMISTRY/B.Sc.,Second Class Lower,NA,S,M,2004-03-16,COLPHYS,CHM
Ogun State,ENVIRONMENTAL MANAGEMENT & TOXICOLOGY (ENV.  MGT OPTION)/B.EMT,Second Class Lower,NA,S,M,1995-05-20,COLERM,EMT
Oyo State,CIVIL ENGINEERING/B.ENGR.,Second Class Lower,NA,S,M,1999-03-13,COLENG,CVE
Lagos State,HOSPITALITY AND TOURISM/B.Sc.,Second Class Lower,NA,S,F,1998-03-04,COLFHEC,HTM
Lagos State,COMPUTER SCIENCE/B.Sc.,Second Class Lower,NA,S,F,2001-02-04,COLPHYS,CSC
Lagos State,ELECTRICAL AND ELECTRONICS ENGINEERING/B.ENGR.,Second Class Lower,NA,S,M,1995-08-26,COLENG,ELE
Lagos State,HOSPITALITY AND TOURISM/B.Sc.,Second Class Lower,NA,S,M,1999-12-10,COLFHEC,HTM
Kaduna State,AQUACULTURE AND FISHERIES MANAGEMENT/B.AQFM,Second Class Lower,NA,S,F,2000-08-19,COLERM,AQFM
Ogun State,FOOD SCIENCE AND TECHNOLOGY/B.Sc.,Second Class Lower,NA,S,F,2000-05-05,COLFHEC,FST
Oyo State,AGRICULTURAL AND BIO-RESOURCES ENGINEERING/B.ENG,Second Class Lower,NA,S,M,2000-05-05,COLENG,ABE
Ogun State,BOTANY/B.SC.,Second Class Lower,NA,S,F,2003-01-22,COLBIOS,PAB
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,1998-09-28,COLANIM,PRM
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-09-02,COLAMRUD,AERD
Ogun State,MECHANICAL ENGINEERING/B.ENGR.,Second Class Lower,NA,S,M,2001-08-02,COLENG,MCE
Oyo State,FORESTRY AND WILDLIFE MANAGEMENT (FORESTRY OPTION)/B.FWM,Second Class Lower,NA,S,F,1999-02-14,COLERM,FWM
Ogun State,HOME SCIENCE AND MANAGEMENT(CLOTHING & TEXTILE)/B.Sc.,Second Class Lower,NA,S,M,2000-04-26,COLFHEC,HSM
Oyo State,CIVIL ENGINEERING/B.ENGR.,Second Class Lower,NA,S,M,1998-08-06,COLENG,CVE
Lagos State,STATISTICS/B.Sc.,Second Class Lower,NA,S,F,2001-09-21,COLPHYS,STS
Ogun State,MATHEMATICS/B.Sc.,Second Class Lower,NA,S,M,2000-03-20,COLPHYS,MTS
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,1998-11-24,COLPLANT,SSLM
Oyo State,WATER RESOURCES MANAGEMENT AND AGROMETEOROLOGY (HYDROLOGY OPTION)/B.WRMA,Second Class Lower,NA,S,M,2002-10-14,COLERM,WMA
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-05-26,COLPLANT,CPT
Oyo State,FOOD SCIENCE AND TECHNOLOGY/B.Sc.,Second Class Lower,NA,S,F,2000-07-11,COLFHEC,FST
Lagos State,PHYSICS/B.Sc.,Second Class Lower,NA,S,M,2003-09-30,COLPHYS,PHS
Ogun State,MICROBIOLOGY/B.Sc.,Second Class Lower,NA,S,M,2003-02-04,COLBIOS,MCB
Lagos State,MICROBIOLOGY/B.Sc.,Second Class Lower,NA,S,M,1997-02-07,COLBIOS,MCB
Oyo State,HOSPITALITY AND TOURISM/B.Sc.,Second Class Lower,NA,S,M,1999-02-11,COLFHEC,HTM
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2002-07-17,COLANIM,APH
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-06-09,COLPLANT,SSLM
Osun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1997-08-01,COLPLANT,PBST
Oyo State,AQUACULTURE AND FISHERIES MANAGEMENT/B.AQFM,Second Class Lower,NA,S,M,2002-02-23,COLERM,AQFM
Oyo State,MATHEMATICS/B.Sc.,Second Class Lower,NA,S,M,2002-05-25,COLPHYS,MTS
Oyo State,STATISTICS/B.Sc.,Second Class Lower,NA,S,M,1995-10-18,COLPHYS,STS
Lagos State,BIOCHEMISTRY/B.SC.,Second Class Lower,NA,S,M,2000-10-23,COLBIOS,BCH
Ogun State,ZOOLOGY/B.SC.,Second Class Lower,NA,S,F,2002-01-18,COLBIOS,PAZ
Lagos State,PHYSICS/B.Sc.,Second Class Lower,NA,S,M,2001-06-03,COLPHYS,PHS
Lagos State,MATHEMATICS/B.Sc.,Second Class Lower,NA,S,M,1999-12-19,COLPHYS,MTS
Lagos State,CHEMISTRY/B.Sc.,Second Class Lower,NA,S,F,2001-09-25,COLPHYS,CHM
Oyo State,PHYSICS/B.Sc.,Second Class Lower,NA,S,M,1998-01-17,COLPHYS,PHS
Oyo State,MATHEMATICS/B.Sc.,Second Class Lower,NA,S,M,1999-08-01,COLPHYS,MTS
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2000-11-21,COLPLANT,CPT
Lagos State,AQUACULTURE AND FISHERIES MANAGEMENT/B.AQFM,Second Class Lower,NA,S,M,2001-11-21,COLERM,AQFM
Oyo State,PHYSICS/B.Sc.,Second Class Lower,NA,S,M,2002-01-16,COLPHYS,PHS
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2002-12-04,COLPLANT,HRT
Lagos State,ENVIRONMENTAL MANAGEMENT & TOXICOLOGY (ENV.  MGT OPTION)/B.EMT,Second Class Lower,NA,S,F,1999-03-24,COLERM,EMT
Ogun State,BOTANY/B.SC.,Second Class Lower,NA,S,F,1998-01-11,COLBIOS,PAB
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,1999-07-02,COLAMRUD,AERD
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1999-04-13,COLPLANT,SSLM
Ogun State,MATHEMATICS/B.Sc.,Second Class Lower,NA,S,M,1997-10-25,COLPHYS,MTS
Oyo State,MATHEMATICS/B.Sc.,Second Class Lower,NA,S,F,2002-09-25,COLPHYS,MTS
Ogun State,COMPUTER SCIENCE/B.Sc.,Second Class Lower,NA,S,F,2002-10-20,COLPHYS,CSC
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-04-07,COLPLANT,HRT
Ogun State,MATHEMATICS/B.Sc.,Second Class Lower,NA,S,F,2001-06-09,COLPHYS,MTS
Oyo State,MATHEMATICS/B.Sc.,Second Class Lower,NA,S,M,1995-07-23,COLPHYS,MTS
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2001-01-24,COLANIM,ANN
Lagos State,HOSPITALITY AND TOURISM/B.Sc.,Second Class Lower,NA,S,F,1995-07-06,COLFHEC,HTM
Ogun State,CIVIL ENGINEERING/B.ENGR.,Second Class Lower,NA,S,M,2001-05-24,COLENG,CVE
Ogun State,ENVIRONMENTAL MANAGEMENT & TOXICOLOGY (ENV.  MGT OPTION)/B.EMT,Second Class Lower,NA,S,M,2000-04-17,COLERM,EMT
Oyo State,MATHEMATICS/B.Sc.,Second Class Lower,NA,S,M,1998-01-25,COLPHYS,MTS
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-08-25,COLANIM,PRM
Oyo State,BIOCHEMISTRY/B.SC.,Second Class Lower,NA,S,M,1994-08-11,COLBIOS,BCH
Ogun State,WATER RESOURCES MANAGEMENT AND AGROMETEOROLOGY (HYDROLOGY OPTION)/B.WRMA,Second Class Lower,NA,S,M,2000-08-12,COLERM,WMA
Lagos State,HOSPITALITY AND TOURISM/B.Sc.,Second Class Lower,NA,S,M,1993-01-31,COLFHEC,HTM
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2002-07-08,COLAMRUD,AERD
Oyo State,PHYSICS/B.Sc.,Second Class Lower,NA,S,M,2003-03-21,COLPHYS,PHS
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2002-09-20,COLPLANT,PBST
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2000-04-12,COLANIM,PRM
Lagos State,BIOCHEMISTRY/B.SC.,Second Class Lower,NA,S,F,2002-09-21,COLBIOS,BCH
Ekiti State,CIVIL ENGINEERING/B.ENGR.,Second Class Lower,NA,S,F,2003-06-12,COLENG,CVE
Ogun State,ENVIRONMENTAL MANAGEMENT & TOXICOLOGY (ENV.  MGT OPTION)/B.EMT,Second Class Lower,NA,S,M,2000-10-10,COLERM,EMT
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1998-09-26,COLAMRUD,AEFM
Oyo State,MICROBIOLOGY/B.Sc.,Second Class Lower,NA,S,M,2001-03-23,COLBIOS,MCB
Lagos State,FORESTRY AND WILDLIFE MANAGEMENT (WILDLIFE OPTION)/B.FWM,Second Class Lower,NA,S,M,2002-05-04,COLERM,FWM
Ogun State,MATHEMATICS/B.Sc.,Second Class Lower,NA,S,M,2001-05-04,COLPHYS,MTS
Oyo State,MICROBIOLOGY/B.Sc.,Second Class Lower,NA,S,M,2002-11-26,COLBIOS,MCB
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-02-23,COLPLANT,PBST
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1999-08-28,COLPLANT,HRT
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2001-08-17,COLANIM,ABG
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1995-11-20,COLPLANT,PBST
Oyo State,ENVIRONMENTAL MANAGEMENT & TOXICOLOGY (ENV.  MGT OPTION)/B.EMT,Second Class Lower,NA,S,M,1998-03-25,COLERM,EMT
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1996-12-05,COLPLANT,HRT
Ogun State,PHYSICS/B.Sc.,Second Class Lower,NA,S,F,2001-10-14,COLPHYS,PHS
Oyo State,AQUACULTURE AND FISHERIES MANAGEMENT/B.AQFM,Second Class Lower,NA,S,M,2002-03-04,COLERM,AQFM
Oyo State,CHEMISTRY/B.Sc.,Second Class Lower,NA,S,F,2000-01-30,COLPHYS,CHM
Oyo State,MATHEMATICS/B.Sc.,Second Class Lower,NA,S,F,2000-05-21,COLPHYS,MTS
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1999-12-25,COLPLANT,SSLM
Rivers State,PHYSICS/B.Sc.,Second Class Lower,NA,S,F,2004-02-01,COLPHYS,PHS
Ogun State,HOSPITALITY AND TOURISM/B.Sc.,Second Class Lower,NA,S,F,2000-06-06,COLFHEC,HTM
Lagos State,MATHEMATICS/B.Sc.,Second Class Lower,NA,S,F,2001-04-02,COLPHYS,MTS
Ogun State,CHEMISTRY/B.Sc.,Second Class Lower,NA,S,F,2001-09-09,COLPHYS,CHM
Lagos State,BOTANY/B.SC.,Second Class Lower,NA,S,F,2002-08-21,COLBIOS,PAB
Ogun State,HOSPITALITY AND TOURISM/B.Sc.,Second Class Lower,NA,S,F,1998-09-14,COLFHEC,HTM
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1996-01-02,COLPLANT,PBST
Ogun State,FORESTRY AND WILDLIFE MANAGEMENT (WILDLIFE OPTION)/B.FWM,Second Class Lower,NA,S,M,1999-03-04,COLERM,FWM
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2000-10-30,COLANIM,ABG
Lagos State,MICROBIOLOGY/B.Sc.,Second Class Lower,NA,S,M,2003-09-30,COLBIOS,MCB
Oyo State,STATISTICS/B.Sc.,Second Class Lower,NA,S,M,2001-10-14,COLPHYS,STS
Ogun State,ENVIRONMENTAL MANAGEMENT & TOXICOLOGY (ENV.  MGT OPTION)/B.EMT,Second Class Lower,NA,S,F,2000-02-02,COLERM,EMT
Ogun State,COMPUTER SCIENCE/B.Sc.,Second Class Lower,NA,S,M,2001-06-25,COLPHYS,CSC
Oyo State,MATHEMATICS/B.Sc.,Second Class Lower,NA,S,M,2002-12-05,COLPHYS,MTS
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2002-04-09,COLANIM,PRM
Ogun State,AQUACULTURE AND FISHERIES MANAGEMENT/B.AQFM,Second Class Lower,NA,S,M,2000-12-12,COLERM,AQFM
Ogun State,FORESTRY AND WILDLIFE MANAGEMENT (FORESTRY OPTION)/B.FWM,Second Class Lower,NA,S,M,1997-06-07,COLERM,FWM
Lagos State,AQUACULTURE AND FISHERIES MANAGEMENT/B.AQFM,Second Class Lower,NA,S,M,1998-01-17,COLERM,AQFM
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,1999-11-29,COLANIM,ANN
Lagos State,ENVIRONMENTAL MANAGEMENT & TOXICOLOGY (ENV.  MGT OPTION)/B.EMT,Second Class Lower,NA,S,F,1999-04-24,COLERM,EMT
Benue State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1997-03-03,COLPLANT,PBST
Ogun State,ENVIRONMENTAL MANAGEMENT & TOXICOLOGY (ENV.  MGT OPTION)/B.EMT,Second Class Lower,NA,S,M,2000-09-24,COLERM,EMT
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2002-05-15,COLAMRUD,AGAD
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2000-03-17,COLANIM,ANP
Osun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2001-08-24,COLANIM,ANP
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,1998-10-08,COLANIM,ABG
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,1998-05-27,COLPLANT,PPCP
Lagos State,BIOCHEMISTRY/B.SC.,Second Class Lower,NA,S,F,2000-11-29,COLBIOS,BCH
Oyo State,PHYSICS/B.Sc.,Second Class Lower,NA,S,M,1999-06-26,COLPHYS,PHS
Lagos State,BOTANY/B.SC.,Second Class Lower,NA,S,M,1998-07-06,COLBIOS,PAB
Lagos State,CHEMISTRY/B.Sc.,Second Class Lower,NA,S,M,2000-07-25,COLPHYS,CHM
Lagos State,AQUACULTURE AND FISHERIES MANAGEMENT/B.AQFM,Second Class Lower,NA,S,M,1999-12-27,COLERM,AQFM
